Player1,Player2,P1_Wins,P2_Wins
54O,QTO,0.0,2.0
A8O,QTO,2.0,0.0
AQO,97O,2.0,0.0
JTO,73S,2.0,0.0
Q7O,63S,0.0,2.0
T2S,A4S,2.0,0.0
93S,32S,2.0,0.0
J9O,73O,2.0,0.0
KTO,T8O,2.0,0.0
76S,K6O,0.0,2.0
J4O,A3O,2.0,0.0
72O,TTO,0.0,2.0
K2O,A2O,0.0,2.0
95O,ATO,2.0,0.0
95O,Q5O,0.0,2.0
Q4O,J8O,0.0,2.0
T5O,K5S,0.0,2.0
82O,72S,2.0,0.0
A5O,K2O,2.0,0.0
64S,Q5O,0.0,2.0
J7O,QTO,0.0,2.0
T4S,42O,2.0,0.0
A4O,T8O,2.0,0.0
97S,72O,2.0,0.0
86O,65O,2.0,0.0
K5O,T8O,2.0,0.0
Q8O,A4S,2.0,0.0
J7O,92S,2.0,0.0
T7S,A6O,2.0,0.0
A8S,95O,2.0,0.0
KJS,98O,2.0,0.0
93S,Q9O,2.0,0.0
T5O,93O,2.0,0.0
A2O,QJO,2.0,0.0
82O,K2S,0.0,2.0
T9O,96O,0.0,2.0
97S,32O,0.0,2.0
75O,TTO,0.0,2.0
Q8O,86O,2.0,0.0
K4O,TTO,0.0,2.0
62O,53S,0.0,2.0
J7O,Q4O,0.0,2.0
42O,A7O,0.0,2.0
A7O,J3O,2.0,0.0
93S,Q3O,0.0,2.0
92S,JTS,2.0,0.0
JJO,T9O,0.0,2.0
54O,Q2O,0.0,2.0
44O,K2O,0.0,2.0
T3O,97O,0.0,2.0
T7S,98S,2.0,0.0
J8O,T9O,0.0,2.0
J6O,64O,2.0,0.0
98O,T4O,0.0,2.0
J8O,62S,2.0,0.0
J5O,76O,0.0,2.0
54O,AQO,0.0,2.0
A7O,43S,0.0,2.0
J5O,K7O,2.0,0.0
T2O,QJO,0.0,2.0
KJO,22O,0.0,2.0
93S,86O,2.0,0.0
J5O,Q9O,2.0,0.0
J2O,T6O,0.0,2.0
QTS,55O,2.0,0.0
QJO,T6O,2.0,0.0
74O,83S,0.0,2.0
33O,KJO,0.0,2.0
76O,76O,1.0,1.0
A9S,J6O,2.0,0.0
T5O,KKO,2.0,0.0
Q7S,94O,2.0,0.0
AQS,98S,0.0,2.0
A4O,75S,0.0,2.0
ATS,K3O,2.0,0.0
64O,JTO,0.0,2.0
42O,87O,2.0,0.0
75S,54O,2.0,0.0
KQO,65O,0.0,2.0
ATS,T6S,0.0,2.0
Q3O,ATO,0.0,2.0
74S,54O,2.0,0.0
Q8S,T9S,2.0,0.0
72O,QJO,2.0,0.0
K2O,J9O,0.0,2.0
Q8O,QTS,0.0,2.0
74S,86O,2.0,0.0
65O,AKS,0.0,2.0
Q5O,93S,0.0,2.0
J2O,84O,2.0,0.0
Q3S,Q7O,2.0,0.0
K3O,AJO,0.0,2.0
86O,86S,0.0,2.0
55O,66O,0.0,2.0
T7O,A5O,0.0,2.0
62O,QJO,0.0,2.0
JTO,K8O,2.0,0.0
KTO,Q4O,2.0,0.0
54O,72S,0.0,2.0
T3O,J4O,0.0,2.0
93O,Q2S,0.0,2.0
A4S,K9S,2.0,0.0
J3O,72O,2.0,0.0
42S,74O,0.0,2.0
42O,62S,0.0,2.0
T2O,63O,2.0,0.0
32O,85O,2.0,0.0
Q3O,A2O,0.0,2.0
K7O,A3O,2.0,0.0
K2O,Q9S,2.0,0.0
72O,JTO,0.0,2.0
82O,Q3O,0.0,2.0
J9O,85S,2.0,0.0
97O,66O,0.0,2.0
T7O,82S,2.0,0.0
84O,J2O,0.0,2.0
84O,53O,0.0,2.0
Q5O,62O,0.0,2.0
J8O,94S,2.0,0.0
KQS,33O,2.0,0.0
AQS,T9O,2.0,0.0
K6S,K4O,2.0,0.0
53O,AQO,2.0,0.0
Q7O,QTS,0.0,2.0
Q9O,55O,0.0,2.0
T4O,Q5O,0.0,2.0
T7O,64S,2.0,0.0
J4O,43O,2.0,0.0
53O,43O,2.0,0.0
T5O,87O,2.0,0.0
94O,T6O,0.0,2.0
A4O,T5S,2.0,0.0
J9O,T6O,2.0,0.0
ATO,73S,2.0,0.0
73O,Q6O,0.0,2.0
J5S,A6O,0.0,2.0
A7O,Q2S,2.0,0.0
43O,Q8O,0.0,2.0
52S,98O,2.0,0.0
62O,Q7O,0.0,2.0
T9O,22O,0.0,2.0
94S,73S,0.0,2.0
A6S,63S,0.0,2.0
93O,AKS,0.0,2.0
K5O,A5O,0.0,2.0
72O,K2S,0.0,2.0
K7O,76O,2.0,0.0
94S,96S,0.0,2.0
32O,T9S,0.0,2.0
T7S,82O,2.0,0.0
42O,66O,0.0,2.0
74O,QJO,0.0,2.0
A2O,74O,2.0,0.0
65O,73O,0.0,2.0
55O,T2O,2.0,0.0
Q4O,T8O,2.0,0.0
Q9O,T2S,2.0,0.0
QJS,Q8O,2.0,0.0
JTO,K8O,0.0,2.0
Q9O,84O,0.0,2.0
52O,K6O,0.0,2.0
T9S,86S,0.0,2.0
J9O,Q6O,2.0,0.0
KQO,72O,0.0,2.0
96O,AQO,0.0,2.0
K5S,J8O,0.0,2.0
96O,T4O,0.0,2.0
QTO,T5O,2.0,0.0
43S,93S,0.0,2.0
64S,82S,2.0,0.0
A6O,KKO,0.0,2.0
A7S,53S,0.0,2.0
QQO,92O,2.0,0.0
QJO,K2O,2.0,0.0
J5O,94O,2.0,0.0
64O,KQO,0.0,2.0
AJS,84O,2.0,0.0
ATO,J5S,2.0,0.0
T8O,93O,2.0,0.0
64O,T8O,0.0,2.0
97O,J2S,0.0,2.0
Q8O,Q2O,2.0,0.0
92O,A6O,2.0,0.0
T6O,A4O,2.0,0.0
J6O,64O,0.0,2.0
A7O,53S,2.0,0.0
42O,J7O,2.0,0.0
Q5O,87O,0.0,2.0
T4O,AKS,0.0,2.0
66O,QJO,0.0,2.0
97S,86O,2.0,0.0
K5O,92O,2.0,0.0
82O,K4O,0.0,2.0
55O,Q5O,2.0,0.0
KJO,A8O,0.0,2.0
J7O,J4O,2.0,0.0
Q7S,A9O,2.0,0.0
J6S,98O,0.0,2.0
AJO,A9S,2.0,0.0
AKO,93O,2.0,0.0
K4O,A3S,0.0,2.0
99O,T8O,0.0,2.0
T3O,96S,2.0,0.0
54S,Q8S,0.0,2.0
97O,53O,2.0,0.0
J6O,82S,2.0,0.0
83S,K7O,0.0,2.0
98S,83O,2.0,0.0
KTO,QQO,0.0,2.0
KQO,92O,0.0,2.0
66O,A4S,2.0,0.0
99O,K9O,2.0,0.0
87O,76S,2.0,0.0
AJO,53S,0.0,2.0
Q8O,65O,0.0,2.0
75S,K8O,0.0,2.0
K8S,42O,0.0,2.0
J8O,74O,2.0,0.0
73S,32O,2.0,0.0
T7O,K2O,0.0,2.0
99O,K8O,2.0,0.0
96O,QJO,2.0,0.0
64S,95O,2.0,0.0
JTO,22O,0.0,2.0
72O,85S,2.0,0.0
AKO,K3O,2.0,0.0
A5S,84O,0.0,2.0
75O,98O,2.0,0.0
98O,K2O,0.0,2.0
Q2O,K2O,0.0,2.0
64O,T7O,0.0,2.0
A9S,TTO,0.0,2.0
Q8O,K2O,2.0,0.0
33O,A7O,0.0,2.0
K8O,Q3O,2.0,0.0
62O,74O,0.0,2.0
43O,53O,0.0,2.0
K8O,K6S,0.0,2.0
AQO,T2S,0.0,2.0
42O,K6O,0.0,2.0
J6S,J7O,0.0,2.0
77O,ATO,0.0,2.0
T4O,32O,2.0,0.0
T5O,73S,2.0,0.0
98O,KJO,0.0,2.0
A6O,64O,2.0,0.0
K5O,T6O,2.0,0.0
T3O,85S,0.0,2.0
85S,K7O,2.0,0.0
53O,K2O,2.0,0.0
97O,96O,2.0,0.0
Q6O,J3S,2.0,0.0
Q3S,T9O,2.0,0.0
QJO,77O,2.0,0.0
99O,94O,2.0,0.0
Q2O,J2S,2.0,0.0
A4O,T7S,0.0,2.0
QJO,K4O,2.0,0.0
86O,J2O,2.0,0.0
K9O,76S,2.0,0.0
T7O,Q7S,2.0,0.0
Q9O,A7O,0.0,2.0
87O,92S,0.0,2.0
73O,A2O,2.0,0.0
J8O,A3O,2.0,0.0
AQS,KJO,2.0,0.0
J5S,Q9O,0.0,2.0
A2S,KJO,2.0,0.0
A5O,A4O,2.0,0.0
T5O,A5O,0.0,2.0
95S,96O,0.0,2.0
75O,QJO,0.0,2.0
T2O,44O,0.0,2.0
87S,83S,2.0,0.0
AJO,83O,2.0,0.0
ATS,Q5O,0.0,2.0
85O,43O,2.0,0.0
Q2O,TTO,2.0,0.0
J8O,Q7S,0.0,2.0
J3O,T3O,2.0,0.0
J4S,82O,2.0,0.0
K7O,43O,2.0,0.0
KKO,QJO,2.0,0.0
AJO,82O,2.0,0.0
J5O,A2O,0.0,2.0
J4O,J3O,2.0,0.0
T6O,A3O,2.0,0.0
K4S,ATO,2.0,0.0
88O,AKO,2.0,0.0
T4O,J2O,2.0,0.0
Q5O,84O,2.0,0.0
86S,AQO,2.0,0.0
99O,32O,2.0,0.0
72O,66O,0.0,2.0
T4O,87O,2.0,0.0
Q7O,QTS,0.0,2.0
98O,KTO,0.0,2.0
J9O,53O,2.0,0.0
J6O,K3O,0.0,2.0
T5O,T2O,2.0,0.0
99O,64O,2.0,0.0
A4O,K3S,2.0,0.0
98O,54O,2.0,0.0
QJO,A5S,0.0,2.0
52O,K8O,0.0,2.0
75O,72O,0.0,2.0
T4O,J4O,0.0,2.0
K5O,K3O,2.0,0.0
86S,T8O,0.0,2.0
53S,K7O,2.0,0.0
KQO,K2O,2.0,0.0
K3O,T4O,0.0,2.0
96O,22O,0.0,2.0
JTO,76O,2.0,0.0
AQO,T5O,2.0,0.0
K3O,65O,0.0,2.0
94O,K8O,0.0,2.0
K2O,K6O,0.0,2.0
96O,97O,2.0,0.0
K7O,63O,2.0,0.0
88O,Q7O,0.0,2.0
A5S,QTO,2.0,0.0
98O,Q4O,0.0,2.0
96O,94O,2.0,0.0
K2O,KKO,0.0,2.0
Q2O,Q8S,0.0,2.0
J6O,AQO,0.0,2.0
73O,Q3O,0.0,2.0
K6S,83O,2.0,0.0
QQO,J3S,2.0,0.0
93O,82S,0.0,2.0
Q2S,53O,2.0,0.0
A6S,Q9O,2.0,0.0
99O,42S,2.0,0.0
J3O,T5S,2.0,0.0
J6O,92O,2.0,0.0
85O,A9O,0.0,2.0
AQO,73O,2.0,0.0
92O,ATO,0.0,2.0
63O,Q3O,0.0,2.0
K6O,A4S,0.0,2.0
T4S,Q8O,0.0,2.0
JTS,J9O,2.0,0.0
J7S,A6O,2.0,0.0
94O,T9O,0.0,2.0
AQO,76O,0.0,2.0
QJO,A5O,2.0,0.0
84O,A2S,2.0,0.0
Q7O,82O,2.0,0.0
T3S,KQO,0.0,2.0
75O,33O,0.0,2.0
Q8O,JTO,2.0,0.0
77O,95O,2.0,0.0
J3O,QTO,2.0,0.0
KTS,A4O,0.0,2.0
43O,T9O,0.0,2.0
A6O,A9O,2.0,0.0
53S,95O,2.0,0.0
65O,JJO,0.0,2.0
K7O,K6S,0.0,2.0
K3O,K6S,2.0,0.0
K2O,A5S,0.0,2.0
KTO,QJO,2.0,0.0
Q6O,J3S,2.0,0.0
Q2O,T6O,2.0,0.0
K2O,T7O,0.0,2.0
94O,64O,2.0,0.0
A8O,75O,2.0,0.0
K9S,63O,2.0,0.0
T5O,A8S,0.0,2.0
A3O,75O,0.0,2.0
Q4O,J8O,0.0,2.0
J6S,A4O,2.0,0.0
A6O,K4O,0.0,2.0
QTO,22O,2.0,0.0
Q2O,55O,0.0,2.0
73O,AKO,2.0,0.0
Q5S,AJS,0.0,2.0
J8S,32O,2.0,0.0
J3O,T8O,0.0,2.0
72S,A6O,2.0,0.0
72O,J4O,0.0,2.0
Q8O,KKO,0.0,2.0
98S,Q8O,2.0,0.0
82S,K7S,0.0,2.0
J2S,A8O,2.0,0.0
A2O,J9S,2.0,0.0
64O,72O,0.0,2.0
JJO,96S,2.0,0.0
Q3S,K8O,0.0,2.0
95O,QJO,0.0,2.0
JTO,42O,2.0,0.0
T5S,KTO,0.0,2.0
Q5S,T6O,2.0,0.0
Q8S,J2O,2.0,0.0
52O,ATO,2.0,0.0
JTO,J6O,2.0,0.0
T7S,Q7O,2.0,0.0
A3S,T4O,2.0,0.0
J7O,97O,0.0,2.0
T6O,98O,2.0,0.0
96O,97O,2.0,0.0
K5O,97O,0.0,2.0
53O,Q6O,2.0,0.0
KJO,65S,0.0,2.0
76O,43O,2.0,0.0
K9O,Q7O,2.0,0.0
52S,ATO,0.0,2.0
QTO,98O,0.0,2.0
J7S,T8S,2.0,0.0
K7O,AAO,0.0,2.0
K7O,72O,0.0,2.0
J4O,Q9O,2.0,0.0
Q3O,K6O,0.0,2.0
22O,65O,2.0,0.0
K4O,87O,2.0,0.0
KQO,A2S,2.0,0.0
64O,Q9S,0.0,2.0
J5O,64O,0.0,2.0
AJO,96O,2.0,0.0
KJO,QQO,0.0,2.0
75O,TTO,0.0,2.0
95O,K4O,0.0,2.0
73S,A5O,0.0,2.0
53S,93O,0.0,2.0
J5O,Q3S,2.0,0.0
Q4O,22O,0.0,2.0
AKO,QJS,0.0,2.0
63O,Q7O,0.0,2.0
K9O,54O,2.0,0.0
A8S,A9S,0.0,2.0
QJO,93O,2.0,0.0
T8O,JJO,0.0,2.0
43O,KJO,0.0,2.0
62O,88O,0.0,2.0
76O,K7S,0.0,2.0
99O,J4S,2.0,0.0
83O,64S,0.0,2.0
QJO,T8O,0.0,2.0
43O,63O,0.0,2.0
Q5O,J2O,0.0,2.0
76S,AJO,0.0,2.0
J8O,42S,2.0,0.0
73O,T7O,0.0,2.0
KKO,J3O,0.0,2.0
42S,85O,2.0,0.0
AKO,94O,2.0,0.0
82O,Q6S,0.0,2.0
Q5O,A8O,2.0,0.0
KJS,K9S,2.0,0.0
53O,A5O,0.0,2.0
Q8O,KQS,0.0,2.0
T3O,QJO,2.0,0.0
A2O,Q6O,0.0,2.0
A3S,98O,2.0,0.0
A8S,A9S,0.0,2.0
63S,A9O,0.0,2.0
A9S,AKO,0.0,2.0
T6O,73O,2.0,0.0
K9O,QTO,2.0,0.0
87O,QQO,0.0,2.0
Q3O,52O,2.0,0.0
86O,AKS,0.0,2.0
85O,63S,2.0,0.0
AJO,A5O,0.0,2.0
Q4O,T6O,0.0,2.0
Q9O,73O,2.0,0.0
76O,AKS,0.0,2.0
AKS,J6O,2.0,0.0
JTO,64S,2.0,0.0
82O,KJO,0.0,2.0
J9O,73O,2.0,0.0
32O,52S,0.0,2.0
K5O,53O,0.0,2.0
KTO,Q2O,2.0,0.0
J5O,A6S,0.0,2.0
A8O,AJO,0.0,2.0
K9O,88O,0.0,2.0
43O,65S,0.0,2.0
A6O,85O,2.0,0.0
Q5O,K7O,2.0,0.0
85O,JJO,0.0,2.0
42S,K6O,0.0,2.0
62O,K4O,0.0,2.0
Q7O,65O,0.0,2.0
Q8O,64O,2.0,0.0
75O,J4O,0.0,2.0
A8O,77O,2.0,0.0
82O,J8O,0.0,2.0
92S,76O,2.0,0.0
43O,96O,2.0,0.0
73O,K6O,0.0,2.0
T4O,75O,0.0,2.0
K2S,Q6O,2.0,0.0
J2O,J6O,2.0,0.0
Q7O,K9S,0.0,2.0
JTO,K4O,2.0,0.0
A8S,75O,2.0,0.0
QJO,A4S,2.0,0.0
Q9O,73O,0.0,2.0
Q3S,64S,0.0,2.0
A5O,64O,2.0,0.0
K4O,52S,2.0,0.0
A7O,62O,0.0,2.0
QJO,92O,2.0,0.0
T4S,KJO,0.0,2.0
J4S,A7O,2.0,0.0
72S,92O,2.0,0.0
93S,85O,0.0,2.0
A8O,32S,0.0,2.0
J6O,T8O,2.0,0.0
54O,J2O,0.0,2.0
K6O,K8S,0.0,2.0
92O,JTS,0.0,2.0
95S,AQS,0.0,2.0
83O,92S,2.0,0.0
K5O,J6O,2.0,0.0
A5S,85O,2.0,0.0
Q2O,62O,2.0,0.0
T5O,62O,2.0,0.0
T8S,64O,2.0,0.0
Q5O,66O,2.0,0.0
Q7O,54O,2.0,0.0
76S,Q3S,0.0,2.0
84O,A3O,2.0,0.0
K6O,98S,2.0,0.0
J8S,K7O,0.0,2.0
K6S,KQO,0.0,2.0
AKO,Q4S,0.0,2.0
K4O,82S,0.0,2.0
T6O,82O,0.0,2.0
K4O,J9O,2.0,0.0
J4S,63O,0.0,2.0
Q6S,K3S,2.0,0.0
J7O,K7O,0.0,2.0
43O,53S,0.0,2.0
85S,88O,0.0,2.0
86O,97O,0.0,2.0
75S,Q4O,0.0,2.0
J8O,53S,2.0,0.0
72O,Q4O,2.0,0.0
Q4S,Q3O,2.0,0.0
J8O,T8O,2.0,0.0
AQO,55O,0.0,2.0
88O,T6O,2.0,0.0
T6O,AQO,0.0,2.0
J9S,T3O,2.0,0.0
Q5O,A3O,0.0,2.0
74O,T8S,0.0,2.0
A9S,K7O,2.0,0.0
95O,AQO,0.0,2.0
Q4O,K4S,0.0,2.0
Q3O,74O,2.0,0.0
72S,A4O,2.0,0.0
76O,92S,0.0,2.0
A9O,Q5S,2.0,0.0
Q4S,QTS,0.0,2.0
QJO,94O,2.0,0.0
A8O,72S,2.0,0.0
K6S,84O,2.0,0.0
T6O,Q3S,2.0,0.0
Q6S,73S,0.0,2.0
A9O,K4O,0.0,2.0
KKO,88O,2.0,0.0
QTO,T7O,2.0,0.0
J8O,AQO,2.0,0.0
J8O,QJO,0.0,2.0
73O,J4S,0.0,2.0
Q4O,A5S,0.0,2.0
A4O,KTO,0.0,2.0
T2O,86O,0.0,2.0
Q5O,AQO,0.0,2.0
A9S,22O,0.0,2.0
83O,K8O,0.0,2.0
93O,K9S,0.0,2.0
T8O,J7O,0.0,2.0
K4O,84S,0.0,2.0
K8O,62O,2.0,0.0
Q3O,KTO,0.0,2.0
J2O,73S,2.0,0.0
73S,98O,0.0,2.0
A8S,QQO,0.0,2.0
T4S,93O,0.0,2.0
A7S,Q3O,2.0,0.0
JTO,J8O,2.0,0.0
T9O,A8O,2.0,0.0
Q5O,83S,2.0,0.0
77O,K8O,2.0,0.0
76O,65O,2.0,0.0
QTO,K9S,2.0,0.0
K5O,32O,0.0,2.0
84O,AKO,2.0,0.0
Q9O,J8S,2.0,0.0
JTO,KKO,0.0,2.0
JTS,Q4O,0.0,2.0
62S,88O,0.0,2.0
32O,98S,0.0,2.0
84S,86O,0.0,2.0
KQO,A2O,2.0,0.0
42O,AAO,0.0,2.0
AKO,76O,2.0,0.0
T2O,K8O,2.0,0.0
42O,95S,2.0,0.0
J2O,86O,2.0,0.0
Q5S,T5O,2.0,0.0
86O,A6S,2.0,0.0
98O,83S,0.0,2.0
53O,K7O,0.0,2.0
A3O,92O,0.0,2.0
66O,86O,0.0,2.0
J2O,J4O,0.0,2.0
A3O,95O,0.0,2.0
KTO,A8O,2.0,0.0
K8O,96S,0.0,2.0
72O,J6O,2.0,0.0
J9O,52S,0.0,2.0
QJS,AJO,0.0,2.0
JJO,Q4O,2.0,0.0
K9O,76O,0.0,2.0
T4S,54O,2.0,0.0
J3O,K9O,0.0,2.0
83O,JTS,0.0,2.0
82O,J6O,0.0,2.0
T7O,A2O,0.0,2.0
Q4O,K9S,0.0,2.0
64O,ATS,0.0,2.0
JTS,94O,2.0,0.0
KTO,TTO,0.0,2.0
Q9O,72S,0.0,2.0
Q8O,AKO,2.0,0.0
K2O,Q4O,2.0,0.0
65S,T3S,2.0,0.0
T3S,J5O,2.0,0.0
77O,Q7O,2.0,0.0
Q6O,63S,2.0,0.0
64O,J4O,0.0,2.0
62O,A9S,2.0,0.0
KKO,J9O,2.0,0.0
QQO,84O,2.0,0.0
43S,86O,0.0,2.0
87O,KKO,2.0,0.0
97S,J8S,2.0,0.0
QTO,Q4O,2.0,0.0
Q9O,86O,2.0,0.0
76O,Q2O,2.0,0.0
K4O,Q4O,2.0,0.0
96O,75O,2.0,0.0
83O,73S,0.0,2.0
J7O,K5O,2.0,0.0
92O,J6S,0.0,2.0
82O,Q8S,0.0,2.0
K7S,74O,2.0,0.0
A6O,82O,0.0,2.0
A9S,33O,0.0,2.0
92O,76S,2.0,0.0
J5O,K6O,0.0,2.0
76O,92O,2.0,0.0
62O,63O,2.0,0.0
32O,QTO,0.0,2.0
84O,T4O,0.0,2.0
Q7S,66O,2.0,0.0
98O,T8S,2.0,0.0
76O,Q9O,0.0,2.0
94O,Q5O,0.0,2.0
A5S,Q6O,2.0,0.0
A6O,A6O,1.0,1.0
K3S,T5O,0.0,2.0
84S,KTS,0.0,2.0
Q4O,94S,0.0,2.0
84O,KKO,0.0,2.0
97S,83O,2.0,0.0
Q4O,Q2S,2.0,0.0
J4O,QTS,2.0,0.0
Q7O,86S,2.0,0.0
55O,K8O,0.0,2.0
T5O,KTO,2.0,0.0
Q6O,K4O,0.0,2.0
A5S,KKO,0.0,2.0
A4O,94S,2.0,0.0
A7O,76S,0.0,2.0
43O,72S,0.0,2.0
84O,KJO,0.0,2.0
62O,T8O,2.0,0.0
72O,76O,0.0,2.0
K6S,J6S,0.0,2.0
T6S,99O,2.0,0.0
64O,55O,0.0,2.0
A8O,98O,2.0,0.0
63O,96S,2.0,0.0
A8O,65O,2.0,0.0
T7S,K7O,0.0,2.0
97O,54S,0.0,2.0
A7O,96O,2.0,0.0
T2O,ATO,2.0,0.0
53O,ATO,0.0,2.0
J4O,83O,0.0,2.0
A8O,43S,0.0,2.0
KTO,76O,2.0,0.0
T2O,97S,0.0,2.0
ATO,K4O,0.0,2.0
T7S,Q6O,2.0,0.0
T5S,J2O,0.0,2.0
AJO,Q9O,2.0,0.0
A2O,94S,0.0,2.0
T4S,96O,0.0,2.0
T6O,73S,2.0,0.0
Q8S,92O,0.0,2.0
KQO,K2O,2.0,0.0
KQS,K3O,2.0,0.0
43O,J2O,2.0,0.0
52O,33O,0.0,2.0
83O,J8O,0.0,2.0
T5S,Q2O,2.0,0.0
AJS,87O,0.0,2.0
87S,T7O,0.0,2.0
76O,T2O,2.0,0.0
85S,AJS,2.0,0.0
54O,J5O,0.0,2.0
42S,K5O,0.0,2.0
K7O,65S,2.0,0.0
J5O,AKO,2.0,0.0
ATS,53S,2.0,0.0
82O,65O,2.0,0.0
J4S,J7S,0.0,2.0
T9O,K6O,2.0,0.0
A8O,T4O,2.0,0.0
J9O,Q7O,0.0,2.0
99O,T4O,2.0,0.0
Q7O,Q8S,2.0,0.0
52O,94O,0.0,2.0
KKO,96O,0.0,2.0
J3S,92O,2.0,0.0
97O,Q3O,0.0,2.0
T4O,84O,2.0,0.0
T5S,T2S,2.0,0.0
T5S,KTO,2.0,0.0
K8O,83O,2.0,0.0
32O,A9O,0.0,2.0
32S,Q8O,2.0,0.0
J9O,K8O,2.0,0.0
75S,98S,2.0,0.0
84S,J9O,0.0,2.0
T9O,AQO,0.0,2.0
K2O,74O,2.0,0.0
22O,A6O,2.0,0.0
86O,T4O,0.0,2.0
83S,K2O,0.0,2.0
TTO,Q4O,2.0,0.0
72O,43S,2.0,0.0
J9O,82O,2.0,0.0
62O,T2O,0.0,2.0
QJO,94O,0.0,2.0
54O,A6S,2.0,0.0
87O,KJO,0.0,2.0
K8O,JTO,0.0,2.0
T4O,JTO,0.0,2.0
A8O,JTO,2.0,0.0
T5O,86O,2.0,0.0
A3O,86O,2.0,0.0
K7S,62S,0.0,2.0
J8O,98O,2.0,0.0
A5O,AJO,2.0,0.0
Q2O,53S,2.0,0.0
Q3O,J9O,0.0,2.0
96O,92O,2.0,0.0
A5O,ATS,0.0,2.0
65O,72O,2.0,0.0
JTO,75O,2.0,0.0
76S,J7O,2.0,0.0
T6O,A7O,0.0,2.0
T5O,TTO,0.0,2.0
98O,A3O,2.0,0.0
85O,63O,0.0,2.0
72S,99O,0.0,2.0
94O,K8O,2.0,0.0
63S,T6S,0.0,2.0
83O,72O,0.0,2.0
K9O,Q5O,0.0,2.0
JJO,85S,2.0,0.0
Q6S,T3O,2.0,0.0
A4O,Q3S,0.0,2.0
Q6S,KQO,0.0,2.0
K3O,K3O,1.0,1.0
98O,T2O,2.0,0.0
J7O,32O,2.0,0.0
64O,KTO,0.0,2.0
AQO,T9O,2.0,0.0
J8O,77O,0.0,2.0
K5S,J4S,2.0,0.0
Q9O,Q9O,1.0,1.0
J5S,83S,2.0,0.0
A9O,T5O,0.0,2.0
J8O,97O,2.0,0.0
74S,ATS,2.0,0.0
Q6S,86O,2.0,0.0
65O,J9S,0.0,2.0
85O,T6S,0.0,2.0
43O,Q2S,2.0,0.0
54O,KQS,0.0,2.0
J3O,Q9O,2.0,0.0
88O,T5O,2.0,0.0
A6O,K8O,2.0,0.0
J6O,Q2O,0.0,2.0
J9S,85O,0.0,2.0
87O,T2O,2.0,0.0
84S,T4O,0.0,2.0
T4O,42O,0.0,2.0
K7O,J6O,0.0,2.0
Q2O,53O,2.0,0.0
96O,63S,2.0,0.0
K4O,54O,2.0,0.0
T7O,KJO,0.0,2.0
54O,72S,0.0,2.0
86O,QTO,2.0,0.0
96O,Q2O,0.0,2.0
52O,A5O,2.0,0.0
99O,A7O,2.0,0.0
54O,T6O,0.0,2.0
99O,97O,0.0,2.0
AKO,A4S,0.0,2.0
T7O,84S,2.0,0.0
A6O,Q9O,0.0,2.0
K2O,T6O,0.0,2.0
Q6O,J6O,2.0,0.0
J9S,QQO,0.0,2.0
K6S,92S,0.0,2.0
ATO,Q3O,2.0,0.0
88O,T3S,2.0,0.0
A3S,63S,0.0,2.0
97S,QTO,0.0,2.0
93O,53S,2.0,0.0
A2O,T3S,2.0,0.0
ATO,Q9O,0.0,2.0
J2O,86O,2.0,0.0
84S,A6O,0.0,2.0
52O,K6O,2.0,0.0
65O,22O,0.0,2.0
J6S,Q5S,0.0,2.0
J6O,J4O,2.0,0.0
AKO,T4O,2.0,0.0
A7O,J5O,0.0,2.0
75O,A9O,0.0,2.0
K5O,Q8O,2.0,0.0
T2O,KQO,0.0,2.0
Q7O,TTO,0.0,2.0
64O,A3S,2.0,0.0
K5O,43O,2.0,0.0
43O,Q9O,2.0,0.0
93O,K7O,0.0,2.0
AJO,86S,2.0,0.0
J7O,93O,2.0,0.0
J4O,63O,0.0,2.0
32S,KJO,2.0,0.0
T6O,82O,2.0,0.0
A9O,22O,2.0,0.0
94O,J5O,2.0,0.0
Q5O,T2O,0.0,2.0
Q9O,Q6O,0.0,2.0
K2O,J3O,0.0,2.0
Q5O,J4S,0.0,2.0
KTO,K7O,2.0,0.0
43O,A5O,0.0,2.0
99O,AJS,0.0,2.0
T6O,Q3S,0.0,2.0
Q9O,64S,0.0,2.0
82O,T2O,0.0,2.0
J8O,A4O,2.0,0.0
73O,96O,2.0,0.0
KQS,K5O,2.0,0.0
J4O,84S,2.0,0.0
T6O,52O,2.0,0.0
A3O,J9O,2.0,0.0
KTS,J6S,2.0,0.0
52O,A2S,0.0,2.0
33O,Q8O,0.0,2.0
T7O,T3O,2.0,0.0
AJO,QJO,2.0,0.0
72O,66O,0.0,2.0
A5S,Q7O,0.0,2.0
J7S,K8O,0.0,2.0
K9O,A2S,0.0,2.0
AQO,A5O,0.0,2.0
KQO,J7O,2.0,0.0
T9O,J3O,2.0,0.0
J7O,AJO,0.0,2.0
98O,85O,2.0,0.0
AQO,63O,0.0,2.0
96O,J5O,2.0,0.0
JJO,74O,2.0,0.0
83O,AJS,2.0,0.0
J4O,77O,0.0,2.0
52O,Q6O,0.0,2.0
J7O,K9O,0.0,2.0
AQO,Q9O,2.0,0.0
Q9S,Q3O,0.0,2.0
73O,T4O,0.0,2.0
K9O,Q4S,2.0,0.0
74O,A2S,0.0,2.0
94O,J2O,0.0,2.0
52O,QTO,0.0,2.0
A9O,76S,2.0,0.0
KJO,K6O,2.0,0.0
K2O,KJO,0.0,2.0
43O,A4O,0.0,2.0
